employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
71191,Sales & Marketing,region_10,Master's & above,m,sourcing,1,45,5,17,0,44,0
6798,Operations,region_2,Master's & above,m,other,4,38,3,3,0,64,0
42215,Sales & Marketing,region_28,Bachelor's,m,other,1,30,2,7,0,53,0
68467,Sales & Marketing,region_2,Master's & above,m,sourcing,1,36,5,2,0,52,1
20944,Operations,region_19,Bachelor's,m,other,1,42,1,3,0,59,0
55207,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,36,5,9,0,46,1
75268,Sales & Marketing,region_11,Master's & above,m,other,1,31,1,4,0,50,0
543,Analytics,region_8,Bachelor's,m,other,1,31,1,4,0,87,0
65683,Analytics,region_20,Bachelor's,m,other,1,30,5,2,0,85,0
35953,Technology,region_23,Master's & above,m,sourcing,1,37,1,3,0,77,0
59506,Operations,region_2,Below Secondary,m,other,1,22,3,2,0,64,0
32418,Operations,region_7,Bachelor's,m,sourcing,1,36,4,3,0,56,0
68049,Analytics,region_22,Master's & above,m,sourcing,1,28,4,1,0,87,0
78292,Operations,region_2,Master's & above,m,sourcing,1,59,2,16,0,57,1
245,Sales & Marketing,region_4,Master's & above,m,sourcing,1,44,5,17,0,48,0
1053,Technology,region_5,Bachelor's,m,other,1,26,1,3,0,81,0
43767,Operations,region_2,Bachelor's,f,sourcing,1,44,1,15,0,60,0
24234,Sales & Marketing,region_2,Master's & above,m,other,1,38,3,5,0,92,1
1952,Procurement,region_11,Bachelor's,m,sourcing,1,43,4,7,0,73,0
46483,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,49,3,19,0,46,0
35338,R&D,region_2,Master's & above,m,sourcing,2,37,4,7,0,84,0
51576,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,60,5,37,0,48,0
13197,Operations,region_22,Master's & above,m,referred,1,31,5,4,0,58,0
20787,Analytics,region_15,Bachelor's,m,other,1,35,4,6,0,82,0
60655,Operations,region_27,Master's & above,m,other,1,44,3,8,0,61,0
53758,Analytics,region_29,Bachelor's,m,other,2,26,4,2,0,85,0
71867,Technology,region_27,Bachelor's,m,sourcing,1,39,3,4,0,79,0
69333,Sales & Marketing,region_20,Bachelor's,f,other,2,31,1,6,0,48,0
51251,Operations,region_28,Master's & above,m,other,1,35,3,4,0,57,0
35123,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,39,3,8,0,43,0
72474,Procurement,region_20,Master's & above,f,other,1,32,5,7,0,67,0
34196,Operations,region_7,Bachelor's,m,sourcing,1,28,3,4,0,62,1
45403,Sales & Marketing,region_2,Bachelor's,m,other,2,26,4,3,0,49,1
30023,Sales & Marketing,region_22,Bachelor's,m,other,1,43,1,16,0,51,0
64082,Operations,region_25,Bachelor's,m,sourcing,1,28,3,3,0,62,0
72678,HR,region_2,Master's & above,f,sourcing,1,59,3,17,0,49,0
69911,Technology,region_2,Master's & above,f,other,1,39,1,4,0,82,0
39820,Sales & Marketing,region_25,Master's & above,m,other,1,33,5,4,0,91,1
9022,Technology,region_24,Bachelor's,m,sourcing,1,28,3,2,0,81,0
62309,Operations,region_16,Bachelor's,f,sourcing,1,49,5,3,0,66,1
37367,Sales & Marketing,region_13,Bachelor's,f,other,1,39,1,4,1,53,0
29247,Technology,region_2,Master's & above,m,other,1,47,4,18,0,78,0
49082,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,39,3,5,0,47,0
2934,Analytics,region_2,Master's & above,f,sourcing,1,36,4,4,0,88,0
49295,Technology,region_2,Master's & above,f,other,1,33,3,6,0,77,0
61561,Operations,region_2,Master's & above,m,sourcing,1,47,3,4,0,58,0
42663,Technology,region_10,Master's & above,f,sourcing,1,30,3,2,0,79,0
225,Operations,region_7,Bachelor's,f,sourcing,1,27,3,4,0,65,0
3525,Sales & Marketing,region_31,Master's & above,m,other,1,41,3,10,0,47,0
31279,Operations,region_13,Master's & above,m,other,1,38,2,5,0,64,0
27228,Technology,region_2,Master's & above,f,sourcing,1,59,2,18,0,77,0
25915,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,4,3,0,49,0
57309,R&D,region_22,Master's & above,m,other,1,42,5,8,0,85,0
26508,Operations,region_22,Master's & above,m,other,1,37,1,11,0,62,0
72340,Operations,region_2,Below Secondary,m,sourcing,1,23,4,2,0,62,0
2427,R&D,region_13,Master's & above,m,other,1,38,3,2,0,89,0
15666,Operations,region_31,Bachelor's,m,other,3,39,3,3,0,60,0
9690,Procurement,region_22,Bachelor's,m,sourcing,1,33,4,2,0,70,0
61169,Analytics,region_7,Bachelor's,m,other,2,44,3,4,0,83,0
65744,Sales & Marketing,region_15,Bachelor's,f,other,1,27,1,2,0,53,0
50186,Analytics,region_4,Bachelor's,m,other,1,33,4,7,0,82,0
67420,Procurement,region_17,Bachelor's,m,sourcing,1,37,3,11,0,74,0
8051,Sales & Marketing,region_28,Bachelor's,f,other,1,29,3,5,0,48,0
7462,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,30,2,3,0,50,0
62518,Sales & Marketing,region_2,Bachelor's,m,other,2,33,5,8,0,48,0
42390,HR,region_2,Bachelor's,m,referred,1,33,4,5,0,48,0
68989,Sales & Marketing,region_31,Master's & above,m,sourcing,1,36,3,2,0,50,0
72566,Analytics,region_2,Bachelor's,m,other,1,38,3,9,0,88,0
36151,HR,region_2,Bachelor's,m,sourcing,1,38,3,4,0,51,0
44187,Operations,region_15,Bachelor's,m,sourcing,1,38,5,10,0,60,0
9802,Technology,region_7,Master's & above,f,other,2,32,4,6,0,80,1
4938,Sales & Marketing,region_7,Bachelor's,m,other,1,38,4,9,0,48,1
40758,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,33,4,4,0,49,0
65944,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,33,5,8,0,49,0
18871,Procurement,region_14,Bachelor's,m,other,1,28,4,6,0,67,0
57233,Technology,region_1,Master's & above,m,sourcing,1,31,3,3,0,80,0
34255,Analytics,region_22,Bachelor's,m,other,1,26,2,4,0,85,0
53277,Sales & Marketing,region_15,Master's & above,m,other,2,51,1,4,0,45,0
70794,Sales & Marketing,region_7,Master's & above,m,sourcing,1,46,4,3,0,56,1
70278,Procurement,region_17,Master's & above,m,other,1,37,5,8,0,70,0
60591,Legal,region_22,Bachelor's,m,other,1,33,2,3,0,62,0
9310,Sales & Marketing,region_3,Bachelor's,m,other,1,34,1,2,1,57,0
44253,Procurement,region_5,Bachelor's,m,sourcing,1,28,4,5,0,68,0
31664,Operations,region_22,Below Secondary,m,other,3,26,3,2,0,58,0
36234,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,33,4,6,0,48,0
379,Sales & Marketing,region_28,Master's & above,f,sourcing,1,31,5,5,0,51,0
65427,Technology,region_6,Bachelor's,m,sourcing,1,27,3,4,0,77,0
35295,Sales & Marketing,region_7,Bachelor's,f,sourcing,2,39,1,8,0,50,0
32084,Finance,region_2,Bachelor's,m,sourcing,1,28,3,2,0,56,0
51269,Operations,region_31,Bachelor's,f,sourcing,1,26,4,4,0,59,0
11122,Procurement,region_14,Bachelor's,f,other,1,32,1,7,0,67,0
40931,R&D,region_2,Bachelor's,m,sourcing,2,35,4,2,1,83,0
8574,Procurement,region_2,Bachelor's,m,sourcing,1,30,3,2,0,64,0
3702,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,33,3,3,0,48,0
20095,Procurement,region_2,Bachelor's,f,other,1,29,2,1,0,69,0
70595,Operations,region_16,Master's & above,f,sourcing,1,42,5,13,0,57,0
23793,Procurement,region_13,Bachelor's,f,other,2,34,3,8,0,67,0
23198,Analytics,region_13,Bachelor's,m,other,1,34,5,5,0,86,0
26704,Sales & Marketing,region_7,Master's & above,f,sourcing,1,35,5,9,0,54,0
51622,Technology,region_2,Bachelor's,m,sourcing,1,37,1,4,0,74,0
78102,Procurement,region_2,Master's & above,f,other,1,47,4,18,0,68,1
27892,Sales & Marketing,region_28,Bachelor's,m,other,1,27,5,3,0,49,0
10717,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,24,3,3,0,52,0
28667,Procurement,region_13,Bachelor's,m,other,1,36,4,7,0,73,0
22167,Operations,region_14,Bachelor's,m,sourcing,1,33,5,3,0,60,0
44057,Analytics,region_14,Bachelor's,m,sourcing,1,31,3,6,0,85,0
34643,Procurement,region_13,Bachelor's,m,sourcing,2,34,4,3,0,66,0
40639,Operations,region_13,Bachelor's,f,sourcing,1,29,2,2,0,61,0
8316,Sales & Marketing,region_22,Master's & above,m,other,1,33,3,7,0,48,0
15133,Technology,region_28,Master's & above,m,other,1,32,3,3,0,78,0
24333,Technology,region_30,Bachelor's,m,sourcing,1,29,3,2,0,79,0
50124,Technology,region_1,Master's & above,m,sourcing,1,30,3,5,0,79,0
20248,Technology,region_19,Bachelor's,m,sourcing,1,46,1,3,0,81,0
4582,Sales & Marketing,region_2,Bachelor's,m,referred,1,39,5,5,0,51,0
62725,Finance,region_16,Bachelor's,m,other,1,32,2,7,0,61,0
28170,Legal,region_7,Bachelor's,m,sourcing,1,34,3,5,0,63,0
53721,Procurement,region_27,Master's & above,m,other,1,38,5,9,0,74,0
29387,Operations,region_2,Bachelor's,m,sourcing,2,28,3,2,0,60,0
65330,Sales & Marketing,region_26,Bachelor's,f,sourcing,1,34,3,7,0,52,0
49169,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,3,5,0,50,0
31905,Sales & Marketing,region_2,Master's & above,f,other,2,37,1,5,0,52,0
6992,Procurement,region_2,Master's & above,f,other,3,56,3,7,0,74,0
69195,Operations,region_26,Bachelor's,m,other,1,34,3,5,0,58,0
28561,Sales & Marketing,region_10,Master's & above,m,sourcing,1,33,5,5,0,47,0
73392,Sales & Marketing,region_30,Bachelor's,f,sourcing,1,41,1,11,0,50,0
31631,Technology,region_10,Master's & above,m,sourcing,1,36,4,5,0,83,0
27684,Operations,region_13,Master's & above,f,other,1,36,4,7,0,63,0
13521,Operations,region_15,Master's & above,f,sourcing,2,32,5,3,0,58,0
70223,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,42,1,7,0,47,0
66868,Operations,region_7,Master's & above,f,other,1,35,2,10,0,57,0
63956,R&D,region_22,Master's & above,m,sourcing,1,32,5,6,0,88,0
71914,Procurement,region_14,Bachelor's,m,other,1,33,2,2,0,71,0
39288,Analytics,region_10,Master's & above,m,sourcing,1,41,1,3,0,84,0
34862,Operations,region_12,Bachelor's,m,sourcing,1,30,5,2,0,61,0
8438,Legal,region_26,Bachelor's,m,other,1,29,1,2,0,64,0
62737,Technology,region_26,Master's & above,m,other,2,39,3,7,0,82,0
57504,Analytics,region_29,Bachelor's,m,other,1,35,3,9,0,85,0
38799,Operations,region_7,Bachelor's,f,sourcing,1,29,4,5,0,67,0
34884,Procurement,region_22,Master's & above,f,other,1,35,5,3,0,68,0
67739,Operations,region_13,Master's & above,m,other,1,50,5,8,0,61,0
1849,Analytics,region_31,Bachelor's,f,sourcing,1,26,4,4,0,84,0
21775,Sales & Marketing,region_7,Master's & above,m,other,1,49,4,7,0,56,0
70603,Sales & Marketing,region_24,Bachelor's,m,sourcing,5,33,3,7,0,50,0
52996,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,3,3,0,43,0
3312,Operations,region_15,Bachelor's,m,other,1,43,4,7,0,57,0
34088,Technology,region_5,Bachelor's,m,sourcing,2,34,4,4,0,78,0
75815,Sales & Marketing,region_22,Bachelor's,f,other,2,30,4,5,0,52,0
42123,Operations,region_32,Bachelor's,m,sourcing,1,28,3,6,0,58,0
15512,Procurement,region_22,Bachelor's,m,other,2,29,4,2,0,72,0
19530,Procurement,region_13,Bachelor's,m,other,1,40,4,13,0,69,0
58495,Operations,region_15,Bachelor's,m,other,1,41,3,6,0,60,0
33268,Sales & Marketing,region_8,Bachelor's,m,other,1,32,3,9,0,51,0
26994,Technology,region_33,Bachelor's,m,other,1,26,3,3,0,78,0
46781,Sales & Marketing,region_13,Master's & above,m,other,1,37,5,9,0,63,1
1719,Sales & Marketing,region_20,Bachelor's,m,other,1,29,1,6,0,51,0
67092,Technology,region_15,Master's & above,m,other,1,44,4,7,0,79,0
11403,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,52,3,12,0,53,0
27464,Sales & Marketing,region_31,Bachelor's,m,other,1,41,3,7,0,50,0
57707,HR,region_15,Bachelor's,m,sourcing,1,29,5,2,0,51,0
37120,Analytics,region_26,Bachelor's,m,sourcing,2,32,5,6,0,90,0
14910,Sales & Marketing,region_20,Bachelor's,m,other,1,35,1,5,0,49,0
36042,Analytics,region_26,Bachelor's,m,other,2,33,5,10,0,86,0
62222,HR,region_2,Bachelor's,m,sourcing,1,29,2,3,0,48,0
49554,Finance,region_7,Bachelor's,m,other,1,28,5,4,0,63,0
13587,Procurement,region_6,Bachelor's,m,sourcing,1,29,3,7,0,69,0
75039,Operations,region_19,Bachelor's,m,other,2,37,5,3,0,65,0
13166,Procurement,region_2,Master's & above,m,other,4,50,3,7,0,63,0
47767,Operations,region_15,Bachelor's,m,other,1,41,4,7,0,55,0
26807,Analytics,region_30,Bachelor's,m,other,2,26,3,2,0,80,0
7695,Technology,region_13,Master's & above,m,other,1,42,1,2,0,81,0
38810,Technology,region_2,Master's & above,f,sourcing,1,47,1,19,0,81,0
72926,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,34,4,3,0,51,0
5637,Analytics,region_2,Bachelor's,m,sourcing,1,40,3,10,0,87,0
71679,Sales & Marketing,region_13,Master's & above,m,other,1,37,4,4,0,49,0
6783,Technology,region_28,Master's & above,m,other,1,36,4,4,0,82,0
26606,Technology,region_2,Master's & above,m,other,1,56,4,26,0,73,0
7663,Technology,region_2,Bachelor's,f,other,1,51,3,19,0,77,0
45791,Technology,region_15,Bachelor's,m,sourcing,1,34,4,5,0,82,1
44755,Sales & Marketing,region_22,Bachelor's,m,other,1,31,3,4,0,46,0
49498,Procurement,region_10,Master's & above,m,sourcing,1,40,4,12,0,75,0
66730,Legal,region_15,Bachelor's,m,other,1,40,5,2,0,61,0
54933,Sales & Marketing,region_32,Bachelor's,m,other,1,32,4,4,0,52,0
60246,Operations,region_29,Master's & above,m,other,1,35,2,8,0,58,0
71302,HR,region_26,Bachelor's,m,other,1,29,1,5,0,50,0
30936,Operations,region_11,Bachelor's,f,other,1,31,3,5,0,59,0
2984,Analytics,region_7,Master's & above,m,other,2,51,1,16,0,82,0
57164,Technology,region_24,Bachelor's,f,sourcing,1,25,4,4,0,83,0
42678,Operations,region_31,Bachelor's,f,other,1,26,4,3,0,62,0
66220,HR,region_7,Master's & above,m,sourcing,1,33,2,6,0,48,0
15266,Sales & Marketing,region_22,Bachelor's,m,sourcing,5,37,3,9,0,51,0
64648,Operations,region_15,Bachelor's,f,sourcing,1,30,5,5,0,58,0
48099,Analytics,region_7,Bachelor's,m,sourcing,1,32,4,2,0,85,1
18563,Sales & Marketing,region_14,Bachelor's,m,sourcing,3,26,3,2,0,54,0
39646,Operations,region_20,Bachelor's,f,sourcing,1,26,5,3,0,56,0
5480,Analytics,region_22,Master's & above,m,sourcing,1,30,3,5,0,81,0
62387,Sales & Marketing,region_10,Master's & above,m,other,1,39,4,12,0,49,0
17875,Procurement,region_26,Bachelor's,f,other,1,27,3,3,0,69,0
38379,Technology,region_22,Bachelor's,m,other,1,29,5,2,0,88,1
63799,Technology,region_23,Bachelor's,m,other,2,33,5,2,0,79,0
15920,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,38,3,2,0,47,0
28805,Technology,region_5,Bachelor's,m,sourcing,1,26,1,2,0,80,0
54579,Technology,region_20,Bachelor's,m,other,2,33,4,6,0,81,0
59454,Sales & Marketing,region_2,Bachelor's,m,other,1,50,3,12,0,48,0
67689,Procurement,region_2,Bachelor's,f,other,1,29,1,5,0,69,0
72272,Operations,region_23,Bachelor's,f,sourcing,1,31,5,5,0,58,1
34282,Procurement,region_11,Master's & above,m,other,1,46,5,4,0,68,0
55139,Technology,region_31,Master's & above,f,other,1,40,3,9,0,78,0
74864,Procurement,region_4,Master's & above,m,sourcing,1,51,5,2,0,64,0
76187,Procurement,region_7,Master's & above,f,other,1,32,5,6,0,77,0
54445,Analytics,region_2,Bachelor's,m,sourcing,1,49,4,10,0,86,0
32264,Sales & Marketing,region_33,Bachelor's,m,other,1,32,3,3,0,47,0
5308,R&D,region_22,Bachelor's,m,other,1,35,3,5,0,81,0
4031,Sales & Marketing,region_2,Bachelor's,f,other,1,38,3,11,1,48,0
3885,Sales & Marketing,region_2,Master's & above,m,other,4,34,1,8,0,47,0
57061,Sales & Marketing,region_4,Master's & above,m,sourcing,1,30,4,7,0,47,0
16418,Analytics,region_28,Master's & above,m,sourcing,2,30,3,2,0,83,1
36324,Operations,region_2,Bachelor's,f,other,1,39,3,7,0,61,0
74493,Technology,region_5,Bachelor's,f,sourcing,1,33,3,6,0,81,0
51403,Technology,region_26,Bachelor's,m,other,1,38,2,2,0,77,0
65525,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,42,2,12,0,47,0
33853,Operations,region_32,Bachelor's,f,other,1,35,1,3,0,61,0
11283,HR,region_14,Bachelor's,m,sourcing,1,28,4,5,0,48,1
17955,Sales & Marketing,region_7,Master's & above,f,other,3,33,1,7,0,46,0
64300,Procurement,region_2,Bachelor's,f,other,1,56,4,6,0,63,0
72139,Operations,region_4,Bachelor's,m,sourcing,1,28,5,3,0,61,0
25468,Procurement,region_22,Master's & above,m,other,1,40,5,2,0,67,0
50206,Operations,region_31,Bachelor's,m,sourcing,1,29,5,3,0,62,0
67589,HR,region_17,Bachelor's,f,sourcing,1,26,5,3,0,44,1
69180,R&D,region_2,Bachelor's,m,sourcing,2,42,3,7,0,86,0
48317,Sales & Marketing,region_2,Master's & above,f,sourcing,2,34,1,6,0,50,0
7421,Analytics,region_2,Master's & above,m,other,3,35,3,5,0,83,0
47155,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,2,4,0,50,0
47457,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,52,5,19,0,49,0
38991,HR,region_2,Master's & above,f,sourcing,1,58,3,15,0,47,0
62653,Operations,region_20,Master's & above,f,sourcing,1,33,5,5,0,62,0
62940,Procurement,region_2,Bachelor's,f,sourcing,1,41,4,8,0,70,0
11358,Operations,region_5,Bachelor's,f,sourcing,1,32,3,6,0,57,0
4590,Operations,region_2,Bachelor's,m,sourcing,2,46,3,16,0,63,0
24855,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,49,5,19,0,50,0
60371,Sales & Marketing,region_2,Master's & above,m,sourcing,1,48,1,14,0,49,0
6190,Operations,region_32,Bachelor's,m,sourcing,1,30,4,2,0,63,0
55105,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,27,3,7,0,53,0
23547,Operations,region_14,Master's & above,m,sourcing,1,32,4,6,0,58,0
66564,Operations,region_2,Master's & above,f,other,1,45,3,14,0,60,0
38547,Analytics,region_32,Bachelor's,m,other,1,27,4,2,0,87,0
44969,HR,region_7,Master's & above,f,sourcing,1,33,5,8,0,52,0
54718,Procurement,region_7,Bachelor's,f,sourcing,2,32,3,3,0,69,0
52633,Operations,region_22,Bachelor's,f,sourcing,1,30,3,2,0,61,0
7749,Sales & Marketing,region_29,Bachelor's,m,sourcing,2,36,3,12,0,48,0
64571,Sales & Marketing,region_15,Bachelor's,m,other,1,24,3,2,0,48,0
78057,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,29,3,2,0,49,0
26422,Analytics,region_6,Bachelor's,m,other,2,35,3,7,0,84,0
698,Operations,region_4,Master's & above,m,other,1,41,5,12,0,61,0
74385,HR,region_2,Master's & above,m,sourcing,1,37,5,10,0,49,0
2023,Sales & Marketing,region_28,Bachelor's,m,sourcing,3,28,1,7,0,50,0
45260,Procurement,region_7,Master's & above,f,sourcing,1,35,3,7,0,73,1
7883,R&D,region_22,Bachelor's,m,other,1,28,3,6,0,87,1
35121,Procurement,region_22,Bachelor's,m,sourcing,2,29,3,4,0,66,0
54851,R&D,region_22,Bachelor's,m,other,2,27,5,2,0,84,0
3916,Sales & Marketing,region_2,Master's & above,f,sourcing,1,41,3,11,0,47,0
55921,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,30,5,5,0,49,1
34008,R&D,region_7,Master's & above,m,sourcing,1,36,4,10,0,82,0
58581,Operations,region_15,Master's & above,f,other,1,42,4,17,0,55,1
4944,Operations,region_31,Master's & above,m,other,1,42,3,15,0,57,0
45475,Procurement,region_2,Bachelor's,f,other,1,33,5,4,0,81,1
10156,Technology,region_2,Bachelor's,f,sourcing,2,41,3,9,0,79,0
2267,Operations,region_7,Below Secondary,m,other,1,26,4,3,0,60,0
73431,Technology,region_14,Bachelor's,m,other,1,26,3,3,0,80,0
2528,Sales & Marketing,region_29,Bachelor's,m,other,1,29,4,7,0,47,0
60774,Analytics,region_15,Bachelor's,m,other,2,38,5,6,0,83,0
4847,Technology,region_25,Master's & above,f,sourcing,1,39,4,12,0,78,0
65933,Sales & Marketing,region_13,Bachelor's,f,other,1,41,1,4,0,44,0
19943,HR,region_2,Master's & above,m,sourcing,1,40,2,12,0,50,0
3297,Technology,region_2,Bachelor's,m,other,1,53,3,6,0,80,0
52245,Operations,region_2,Master's & above,m,other,1,38,5,11,0,69,1
4941,Technology,region_2,Bachelor's,m,other,5,34,4,7,0,85,0
64581,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,31,1,10,0,57,0
38259,Finance,region_23,Bachelor's,m,other,2,31,1,7,0,56,0
6901,Operations,region_32,Bachelor's,m,other,1,29,5,6,0,59,0
61549,Procurement,region_17,Master's & above,m,other,1,47,1,5,0,63,0
50791,Technology,region_2,Master's & above,f,sourcing,1,48,1,5,0,79,0
55961,HR,region_25,Bachelor's,m,other,1,29,5,2,0,47,0
7954,Sales & Marketing,region_27,Bachelor's,m,other,1,40,1,4,0,48,0
56072,Analytics,region_2,Master's & above,m,other,1,49,3,11,0,84,0
55766,Analytics,region_7,Bachelor's,m,other,1,44,5,4,0,88,0
79,Operations,region_15,Master's & above,f,other,1,34,3,2,0,55,0
40046,Sales & Marketing,region_23,Master's & above,m,other,2,34,1,10,0,49,0
34242,Sales & Marketing,region_10,Master's & above,m,sourcing,1,34,3,9,0,53,0
68811,Procurement,region_10,Master's & above,f,sourcing,1,45,4,15,0,68,0
25504,Operations,region_7,Bachelor's,m,other,1,36,5,9,0,69,1
49419,Sales & Marketing,region_23,Bachelor's,m,other,1,36,1,4,0,52,0
32670,Sales & Marketing,region_1,Master's & above,m,other,1,30,2,10,0,50,0
68200,Procurement,region_15,Master's & above,f,sourcing,1,55,1,6,0,70,0
71347,Operations,region_8,Master's & above,m,sourcing,1,32,5,5,0,61,0
29109,Sales & Marketing,region_27,Bachelor's,m,other,1,31,1,6,1,46,0
74788,Legal,region_22,Bachelor's,m,sourcing,1,31,1,2,0,58,0
67396,Sales & Marketing,region_26,Bachelor's,m,other,1,29,1,3,0,52,0
14642,Technology,region_2,Master's & above,f,other,1,48,1,2,0,81,0
17528,Operations,region_13,Master's & above,m,other,1,33,3,6,0,72,1
13839,Operations,region_2,Bachelor's,m,other,1,43,3,7,0,57,0
1674,Operations,region_16,Bachelor's,f,sourcing,1,34,3,10,0,69,0
75627,Sales & Marketing,region_10,Bachelor's,m,other,1,26,5,2,0,52,0
73037,Operations,region_22,Bachelor's,m,other,1,29,1,4,0,64,0
40200,Analytics,region_20,Bachelor's,m,other,1,28,3,5,0,87,0
26177,Procurement,region_15,Bachelor's,m,sourcing,1,34,1,8,0,71,0
27655,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,47,5,14,0,45,0
13392,Analytics,region_7,Bachelor's,f,sourcing,1,29,4,3,0,84,0
59645,Operations,region_31,Bachelor's,m,other,1,33,5,9,0,61,0
32558,Analytics,region_2,Bachelor's,m,other,2,59,4,3,0,84,0
40470,Analytics,region_22,Master's & above,m,other,2,37,3,3,0,88,0
64829,Operations,region_7,Bachelor's,f,other,1,32,3,6,0,60,0
77772,Sales & Marketing,region_2,Master's & above,m,sourcing,1,42,1,14,0,52,0
7600,Technology,region_2,Master's & above,f,sourcing,1,55,3,7,0,78,0
37034,Analytics,region_29,Bachelor's,m,other,2,32,5,2,0,83,0
36672,Operations,region_2,Master's & above,m,sourcing,2,52,3,16,0,59,0
45676,Operations,region_26,Bachelor's,m,other,1,29,5,4,0,56,0
47214,Operations,region_27,Master's & above,m,sourcing,1,49,5,6,0,59,0
11017,Procurement,region_15,Master's & above,f,other,1,44,4,4,0,64,0
23045,Sales & Marketing,region_8,Bachelor's,m,other,1,31,3,7,0,55,0
22726,Operations,region_22,Bachelor's,m,sourcing,1,22,3,2,0,64,0
45864,Technology,region_7,Bachelor's,f,other,1,30,5,9,1,82,1
46930,Operations,region_13,Master's & above,f,sourcing,1,43,5,4,0,58,0
34220,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,56,4,7,0,42,0
51826,Technology,region_22,Bachelor's,m,other,1,35,3,5,0,77,0
73998,Technology,region_7,Master's & above,m,other,1,35,5,7,0,80,0
55822,Sales & Marketing,region_22,Bachelor's,m,other,1,29,5,3,0,53,0
68473,Sales & Marketing,region_23,Bachelor's,m,sourcing,4,29,1,4,0,52,0
77448,Technology,region_11,Bachelor's,m,sourcing,2,30,3,5,0,76,0
19842,R&D,region_22,Master's & above,m,other,1,35,3,3,0,86,0
39640,Operations,region_2,Master's & above,f,sourcing,1,48,4,6,0,61,0
20529,Operations,region_15,Bachelor's,m,referred,1,39,5,4,0,62,0
54722,HR,region_2,Bachelor's,m,sourcing,1,44,2,7,0,48,0
298,Finance,region_30,Bachelor's,f,sourcing,1,28,5,4,1,96,1
64706,Operations,region_2,Master's & above,m,other,1,36,4,3,0,56,0
19646,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,32,4,7,0,47,0
7115,Sales & Marketing,region_23,Master's & above,m,sourcing,1,46,5,17,0,57,0
30032,Technology,region_13,Bachelor's,m,sourcing,1,25,4,3,0,79,0
38312,Sales & Marketing,region_2,Bachelor's,f,other,1,37,1,11,1,52,0
31757,Procurement,region_7,Bachelor's,m,sourcing,2,28,2,4,0,68,0
68964,Sales & Marketing,region_25,Master's & above,m,sourcing,1,35,3,10,0,52,0
66862,Operations,region_13,Master's & above,f,other,1,45,3,6,0,61,0
11211,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,2,4,0,46,0
10694,Analytics,region_15,Bachelor's,m,other,2,32,5,5,0,87,0
50695,Sales & Marketing,region_15,Bachelor's,m,other,1,37,1,3,0,52,0
19236,Procurement,region_12,Master's & above,m,other,1,33,3,6,0,67,0
47514,Sales & Marketing,region_13,Bachelor's,m,other,1,42,5,13,0,46,0
36,Operations,region_26,Bachelor's,m,other,1,26,4,2,0,63,0
78007,Analytics,region_4,Bachelor's,m,other,1,29,1,5,0,89,0
52401,Procurement,region_2,Bachelor's,f,other,1,26,2,2,0,71,0
31253,Operations,region_2,Master's & above,m,other,1,35,2,6,0,61,0
59703,Sales & Marketing,region_12,Bachelor's,m,sourcing,2,30,1,2,0,48,0
50692,Procurement,region_2,Bachelor's,m,other,1,26,3,3,0,70,0
76001,Finance,region_28,Bachelor's,f,sourcing,1,26,3,2,0,59,0
56414,Sales & Marketing,region_3,Bachelor's,m,other,1,34,3,6,0,48,0
9115,HR,region_22,Below Secondary,f,sourcing,2,23,4,2,0,53,0
59026,Technology,region_2,Master's & above,m,sourcing,1,50,3,20,0,80,1
54699,Procurement,region_4,Master's & above,m,other,1,32,3,8,0,73,0
49574,Operations,region_14,Bachelor's,m,sourcing,1,31,3,5,0,59,0
60213,Sales & Marketing,region_2,Master's & above,m,other,1,50,4,11,0,99,1
